字段1_文本,字段1_链接,字段2,时间,字段3,时间1
街拍酷车,https://www.dongchedi.com/user/3638997248,"【最满意】
这款车的综合性能很好，需要速度的时候，它可以是一台跑车，3秒多的0-100KM/h加速度，给我跑车的加速体验，需要出去自驾游，它的底盘高度和空间表现，也完全能够胜任，城市行驶，它又拥有轿车的舒适性，所以，它的综合性能不错。

【最不满意】
车机系统相比起同级别的其他车型，并不是太好，尤其是在智能驾驶系统方面还有提升的空间。

【驾驶感受】
作为纯电车型，它在急加速的时候，后排没有眩晕的感觉，值得点赞，同样底盘的支撑性好，转弯半径小，动力猛，提速快等等都是它的优点，相比起同级的纯电车型，它的操控感受的确是可圈可点的。

【乘坐体验】
乘坐体验舒适，前后排座椅都比较柔软，且座椅的包裹性很好，底盘的支撑优秀，韧性足。整体乘坐体验良好。",2022-04-08,,
用户4301153080453,https://www.dongchedi.com/user/2564484833484231,"自从油价上涨之后就想尝试一下新能源，选择电马仅仅是因为在抖音广告上刷到了，第二天去试驾就决定了是它，没有考虑三大街车，怎么说，喜欢特立独行而不是按部就班。

目前已经行驶了五千公里，抛开所有的新能源的花里胡哨的功能来讲，电马是最纯粹最接近油车的新能源车了。论智能化和内饰（也是大家讨论最多的），交互能力可能差强人意，但是福特的诚意也来了，8155芯片免费升级是吧，内饰，我觉得这样的内饰才能配上mustang这个名字而不是新能源，简洁粗暴，很强烈的一种硬汉风格的视觉冲击感，再加上双层玻璃，模拟声浪这些配置，更是让驾驶感受拉满！

驾驶体验应该是电马这台车最大的特点之一，赛车级别的底盘调校，驾驶视野的开阔，让整车的操控在同级别属于T1梯队，开了这么久，也总结出一个驾驶规律：快，准，稳！

说实话，电马这个盲盒开的不后悔，它还是保持了它应该有的水准，没让我失望，再做一次选择，我依然是选择电马。",2022-09-21,厦门,
车载娱乐,https://www.dongchedi.com/user/3905468116,外观保留了部分福特野马的设计元素，在继承运动“血液”的同时又不乏时尚气息，既能让你看出它是一辆电动车，又没有那么的普通化，还是有自己的设计风格在的。封闭式的前脸非常的“电动化”，没有采用贯穿式灯带而是两侧连接了这种犀利狭长造型的头灯。车内内饰呈现出了和传统燃油车完全不同的地方，仪表台是织物材质，和音响融为一体，下方是贯穿式的空调出风口。15.5英寸的中控屏幕集成整车几乎所有控制指令，搭载的是SYNC+ 2.0智行互联系统。单电机的有两个版本，双电机也有两个版本，售价从27.59w-38.99w不等，按需选择就好。续航也是电动车绕不开的关注点，分别有513km、554km、619km三种版本。,2022-10-28,,
springcoolzero,https://www.dongchedi.com/user/5977026540,整体很满意，智能化相对较弱，车机ota升级比较傻，厂家反馈过了软件升级周期就得去4s离线升级。,,杭州,2022-11-10
肥曦46,https://www.dongchedi.com/user/4275326360756088,无懈可击的外形，驾驶体验从油车无缝过渡，空间满意，性能超出需求，唯一不足就是车机智能化不足，功能偏少，手机互联功能也不是很丰富。,,广州,2022-04-05
粉红色糖罐头,https://www.dongchedi.com/user/968018733308764,颜值大于一切！中控大墓碑屏是它最大的槽点！ 续航有待考证！车机响应速度还是比较快的，但语音经常误触发！人脸识别比较玄学！识别很慢！,,上海,2022-01-27
舟中之人皆敌也,https://www.dongchedi.com/user/3175852881749085,电马颜值YYDS，应该没人反驳吧。鸣月蓝灯光照耀下还是好看的，没有看到我最爱的飞岩灰~ 先说说电马的内饰，斩获20年的IF设计奖，经典的双眉曲线仪表台，对Mustang历史有所了解的肯定特别熟悉。不过内饰整体比较简约，但是比起MY的“毛坯房”还是略胜一筹，座椅使用合成皮材质，牌子不认识只知道是Ford Sensico，不过手感还可以，舒适度不错；有点真皮的味道，带有那么一丝简约的豪华感。看的是科技灰的内饰，灰黑一起的交叠感确实有点高级，配色设计方面用心了，低调的奢华感。 空间层面，外观上就让我感觉很大气。一个大尺寸的全景天窗，没有配备传统的天幕，这样设计的好处就在于可以解放头部空间；后排座椅坐垫加宽，乘坐感受比较舒适，而且也没有空间小而产生的压抑感，头部、腿部都还有较大空间，后排侧躺下来睡觉不成问题。 但是有一点我比较遗憾就是价格方面，这款豪华版没有吃到补贴确实有点可惜，不过确实这样配置30左右能够拿下也是比较值得的。,2021-12-27,,
蓝白色的鱼,https://www.dongchedi.com/user/3312144100627992,作为准车主来说说mach-e吧。外观很亮眼，特别是红色，真实，图上红色和实车红色完全就是两个车子，这5000块不怨，打算车下来了整个黑色的拉花，黑红经典，有推荐的可以私聊一哈 动力响应迅速，动力充沛，电车无可置疑的一点。储物空间很大，最满意的还是车内的空间，驾驶位很舒服，而且车里有很多储物格子，不愁小东西没地方放；后排坐下三个成人无压力，有一个隐藏的中央扶手，腿部空间宽裕，头部合适。 内饰还可以啊，基本上使用的都是环保皮革，搭配仿碳纤维饰板，还有BO音响上的织布面板，甚至连中控台上大面积的全部是皮革，不知为啥评分这么低。车机系统用起来反应挺快的，没见有多大的毛病，但是目前还不支持carplay，期待OTA升级一下这块。 配置这块没什么好说的，选择的这款除了动力不是顶配，其他的该有的都有。试驾车续航就不多评价，驾驶感受这块其实还好吧，我全程开的细语L挡，和油车差别不大，体验了一段不羁，啧啧，有空就亲身试试吧,2022-02-14,,
兔子舞曲愿,https://www.dongchedi.com/user/105315102733,省钱是真省钱，维护成本低，除了电费基本上没什么开支，家里安了充电桩，一个月在外面充电也花不了100快，看着现在蹭蹭上涨的油价，对比一哈，一个月可以省千把来块，想想都舒服 内饰是挺简单的，做工是挺精致的，非常直的中控大屏，习惯就好习惯就好。但是配置是挺高的，全景天窗好评，B&O音响好评，虽然没有座椅通风，但是座椅都是打孔了的，舒适度还是在的。 空间完全可以满足日常需要，个人非常喜欢这个前备箱，有个排水孔，买菜，鞋子什么的就放在前面，脏了直接拿水冲一冲，方便的一批。 能耗保持在14-16，续航现在在慢慢上涨，之前提车的那段时候大概在500出头，现在最高的时候满电有个560多。 车机目前没有遇到什么大问题，用起来挺顺手，就是自动泊车的速度有点快了 驾驶最直观的感受就是一个字稳，底盘调校功夫很好，每天都是在城里通勤，基本上没有什么颠簸感，减速带过的非常的平滑，就是等红绿灯的时候点头感有点强，这就是SUV的通病？,2022-05-05,乌鲁木齐,
用户70880087122,https://www.dongchedi.com/user/4473275456693886,作为曾经福特电马的铁粉，22年2月在我已知21年12月31日大定送360辅助包终身，而我定的时候已经没有这个活动的时候，还是果断下定了。 而且我打算花15800元买这个权限。 万万没想到，时至2022年9月，所有时间大定的车主，只有今年1-4月大定的人，是没有360辅助包权限终身的，其他时间定的人都有。 经销商推诿厂家，400客服不作为每天只会回复不同时间活动不同。厂家没有任何作为。 已经彻底脱粉，不会再购买福特有关的任何车！真的太失望了！！！,2022-07-20,上海,
自由布里顿8g,https://www.dongchedi.com/user/2774769214689159,很多方面都不太想说，车友圈懂车分都讲烂了，简单说，外观，能够传承下来的都是经的过考验的，动力，电车的优势就是在动力方面，说来就来，试驾的时候过红绿灯没一个有我快。这次就说一下智能系统，因为当时深有体会。一个大平板，语言控制系统很智能，导航、开窗、调节音量都可以通过语言来控制，但也不是很完善，一次性多说几个命令它就反应不过来。仪表盘上可以导航，现场的销售还展示了一个高科技设计，中控可以用 Face id扫脸登录账号，就像手机开锁，摄像头就在方向盘后面，比较方便。 再来说说这个自动泊车，泊入操作简单，选择好垂直或者水平车位之后停好直接按住泊车键就可以，停的蛮精准，缺点就是泊车车速有点快；泊出有点复杂，要先打一下转向灯，车才会泊出，不过总的来说泊车、泊出都还算方便。其他方面的话，大冬天的，座椅和方向盘加热功能升温很快，手感不错；无线充电功能很灵敏，手机放上去就自动充电了，但是冲的比较慢，只能用来急用。 智能虽好，但辅助功能永远都是辅助功能，不能代替驾驶，开车安全第一位！！,2021-12-18,,
用户7816919083654,https://www.dongchedi.com/user/2173063512987533,车子开了1500公里，除了车机太傻，其他都挺满意，续航一般，也就开个350公里左右，空间不错，内饰也挺好，家用桩加峰谷电是真香。,,宁波,2022-04-18
zpf蓝狼骑士,https://www.dongchedi.com/user/1381453668815708,"不太理解为啥这么好开又好看的车在国内卖不动，不管是对比新势力还是某斯拉或者某亚迪或者其他传统车企的电动转型作品，电马的完整度都好太多了，三种模式让驾驶乐趣十足，而且不是传统理解的三模式，值得推荐。

槽点是360居然不是免费标配。",2022-06-30,北京,
